21,19,1,27,19,2
21,19,14,27,19,23
21,19,2,27,19,1
21,19,2,27,19,5
21,19,2,27,19,9
21,19,2,27,19,13
21,19,4,27,19,9
21,19,4,27,19,13
21,19,13,27,19,22
21,19,11,27,19,17
21,19,12,27,19,21
21,19,3,27,19,10
21,19,7,27,19,12
21,19,7,27,19,15
21,19,7,27,19,16
21,19,10,27,19,15
21,19,10,27,19,16
21,20,2,27,20,1
21,20,12,27,20,17
21,20,13,27,20,17
21,20,13,27,20,20
21,20,3,27,20,2
21,20,4,27,20,2
21,20,7,27,20,7
21,20,7,27,20,15
21,20,8,27,20,7
21,20,8,27,20,15
21,20,5,27,20,5
21,20,5,27,20,8
21,20,10,27,20,9
21,21,2,27,21,2
21,21,2,27,21,6
21,21,2,27,21,9
21,21,2,27,21,13
21,21,2,27,21,15
21,21,5,27,21,6
21,21,5,27,21,9
21,21,5,27,21,13
21,21,5,27,21,15
21,21,1,27,21,1
21,21,4,27,21,5
21,21,4,27,21,8
21,21,7,27,21,19
21,21,3,27,21,3
21,21,8,27,21,18
21,21,8,27,21,20
21,22,2,27,22,1
21,22,2,27,22,2
21,22,4,27,22,13
21,22,4,27,22,14
21,22,3,27,22,3
21,22,3,27,22,8
21,22,3,27,22,11
21,22,3,27,22,15
21,22,6,27,22,18
21,22,6,27,22,20
21,22,6,27,22,24
21,22,6,27,22,31
21,22,1,27,22,5
21,22,1,27,22,7
21,22,5,27,22,19
21,23,1,27,23,1
21,23,1,27,23,3
21,23,1,27,23,7
21,23,6,27,23,10
21,23,10,27,23,10
21,23,5,27,23,13
21,23,5,27,23,14
21,23,12,27,23,20
21,23,3,27,23,4
21,23,4,27,23,5
21,23,9,27,23,16
21,24,1,27,24,4
21,24,4,27,24,4
21,24,5,27,24,4
21,24,5,27,24,6
21,24,5,27,24,9
21,24,5,27,24,13
21,24,9,27,24,13
21,24,10,27,24,19
21,24,10,27,24,23
21,24,2,27,24,1
21,24,11,27,24,20
21,24,12,27,24,20
21,24,12,27,24,25
21,24,3,27,24,2
21,24,3,27,24,5
21,24,7,27,24,12
21,24,7,27,24,16
21,24,7,27,24,18
